phase,url,page_type,purpose,audience,intent,topic_entity,word_count,original_evidence,currentness,citation_worthiness,competing_url,gap,action
after,https://docs.kujolang.ai/build/publishing-house-operator/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Publishing House operator,1079,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/build/web-operations/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Web operations,220,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/build/workflows-and-approvals/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Workflows and approvals,110,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/choose-a-path/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Choose a path,212,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/collections/agents/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Agents,89,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/collections/benchmarks/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Benchmarks,117,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/collections/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Collections,71,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/collections/skills/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Skills,205,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/collections/workflows/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Workflows,178,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/ecosystem/core-foundation/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Core / Foundation,172,Repository/source links and explicit operating boundaries,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/ecosystem/,collection,Explain and index the ecosystem,Developers and AI-software teams,exploration,Kujo ecosystem,127,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/ecosystem/primitives/,collection,Explain and index the ecosystem,Developers and AI-software teams,exploration,Kujo ecosystem,187,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/ecosystem/providers/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Providers,2275,Repository/source links and explicit operating boundaries,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/ecosystem/showcases/,software-detail,Explain one Kujo project and link its source,Developers and AI-software teams,technical adoption,Showcase Directory,138,Repository/source links and explicit operating boundaries,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/ecosystem/tooling/,collection,Explain and index the ecosystem,Developers and AI-software teams,exploration,Kujo ecosystem,246,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/install/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Install Kujo,310,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/learn/ai-runtime/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,AI runtime basics,141,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/learn/capabilities/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Capabilities and safe execution,136,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/learn/editor-support/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Editor and CLI support,139,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/learn/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Learn Kujo,133,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/learn/language-basics/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Language basics,130,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/learn/packages/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Packages with Kennel,119,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/learn/runtime/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,How the runtime works,137,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/quickstart/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Quickstart,182,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/reference/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Reference,184,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/release-boundaries/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Release boundaries,177,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/review/browser-architecture-and-privacy/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,"Browser, architecture, and privacy checks",141,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/review/context-and-task-contracts/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Context and task contracts,123,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/review/evidence-and-run-history/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Evidence and run history,129,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/review/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Keep work reviewable,104,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/review/quality-and-release-gates/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Quality and release gates,126,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/review/tests-and-evaluation/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Tests and evaluation,120,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/security/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Security model,164,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/ai-chat/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,AI Chat,257,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/cinch/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Cinch,179,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/cms/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,CMS,734,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/crud-api/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,CRUD API Showcase,273,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Showcases,298,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/intake/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Intake,186,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/ssg/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,SSG,280,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/showcases/totalrecall/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,TotalRecall,276,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/start-here/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Start here,202,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/support/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Support,134,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/ability/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Ability,574,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/agents-sdk/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Agents SDK,272,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/ai-sdk/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,AI SDK,268,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/assetworks/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,AssetWorks,144,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/bluepencil/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,BluePencil,145,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/casefile/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,CaseFile,254,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/changebucket/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,ChangeBucket,218,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/commerce/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Commerce,169,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/concord/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Concord,237,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/contentgraph/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,ContentGraph,155,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/dispatch/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Dispatch,259,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/dossier/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Dossier,152,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/eval/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Eval,248,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/fence/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Fence,225,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/galleypack/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,GalleyPack,156,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/howl/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Howl,222,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Tools,1688,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/kennel/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Kennel,244,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/kujo/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Kujo,307,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/leash/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Leash,301,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/lens/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Lens,240,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/mcp/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,MCP,273,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/muzzle/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Muzzle,234,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/packwrite/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,PackWrite,880,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/paperclip/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Kujo for Paperclip,535,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/patchbrief/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,PatchBrief,228,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/presswire/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,PressWire,145,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/rag/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,RAG,254,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/readersignal/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,ReaderSignal,141,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/redact/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Redact,180,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/relay/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Relay,161,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/runledger/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,RunLedger,231,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/scent/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Scent,250,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/scout/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Scout,235,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/searchbridge/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,SearchBridge,294,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/shipcheck/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,ShipCheck,206,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/site-kit/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,SiteKit,172,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/siteprobe/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,SiteProbe,152,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/source/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Source,227,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/spec/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Spec,241,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/storydesk/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,StoryDesk,154,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/tribunal/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Tribunal,284,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/versionseal/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,VersionSeal,149,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/ward/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Ward,264,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/watchdog/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Watchdog,244,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
after,https://docs.kujolang.ai/tools/workcell/,page,Explain a Kujo site topic,Developers and AI-software teams,informational,Workcell,339,First-party project information,No rendered modified date,Editorial hypothesis; actual citation outcomes require platform data,,Measurement/editorial review required,Preserve source-backed boundaries; review measured user queries before broader content expansion
