phase,url,primary_topic,primary_entity,search_intent,primary_query_theme,secondary_queries,related_entities,relevant_questions,competing_internal_url,content_gap,recommended_action
after,https://docs.kujolang.ai/review/context-and-task-contracts/,Context and task contracts,Kujo,Learn a task and find authoritative source,Context and task contracts,Context and task contracts | Kujo Docs,Kujo ecosystem,How do I use Context and task contracts?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/review/evidence-and-run-history/,Evidence and run history,Kujo,Learn a task and find authoritative source,Evidence and run history,Evidence and run history | Kujo Docs,Kujo ecosystem,How do I use Evidence and run history?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/review/,Keep work reviewable,Kujo,Learn a task and find authoritative source,Keep work reviewable,Review | Kujo Docs,Kujo ecosystem,How do I use Keep work reviewable?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/review/quality-and-release-gates/,Quality and release gates,Kujo,Learn a task and find authoritative source,Quality and release gates,Quality and release gates | Kujo Docs,Kujo ecosystem,How do I use Quality and release gates?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/review/tests-and-evaluation/,Tests and evaluation,Kujo,Learn a task and find authoritative source,Tests and evaluation,Tests and evaluation | Kujo Docs,Kujo ecosystem,How do I use Tests and evaluation?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/security/,Security model,Kujo,Learn a task and find authoritative source,Security model,Security model | Kujo Docs,Kujo ecosystem,How do I use Security model?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/ai-chat/,AI Chat,Kujo,Learn a task and find authoritative source,AI Chat,AI Chat | Kujo Docs,Kujo ecosystem,How do I use AI Chat?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/cinch/,Cinch,Kujo,Learn a task and find authoritative source,Cinch,Cinch | Kujo Docs,Kujo ecosystem,How do I use Cinch?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/cms/,CMS,Kujo,Learn a task and find authoritative source,CMS,CMS | Kujo Docs,Kujo ecosystem,How do I use CMS?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/crud-api/,CRUD API Showcase,Kujo,Learn a task and find authoritative source,CRUD API Showcase,CRUD API Showcase | Kujo Docs,Kujo ecosystem,How do I use CRUD API Showcase?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/,Showcases,Kujo,Learn a task and find authoritative source,Showcases,Showcases | Kujo Docs,Kujo ecosystem,How do I use Showcases?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/intake/,Intake,Kujo,Learn a task and find authoritative source,Intake,Intake | Kujo Docs,Kujo ecosystem,How do I use Intake?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/ssg/,SSG,Kujo,Learn a task and find authoritative source,SSG,SSG | Kujo Docs,Kujo ecosystem,How do I use SSG?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/showcases/totalrecall/,TotalRecall,Kujo,Learn a task and find authoritative source,TotalRecall,TotalRecall | Kujo Docs,Kujo ecosystem,How do I use TotalRecall?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/start-here/,Start here,Kujo,Learn a task and find authoritative source,Start here,Start here | Kujo Docs,Kujo ecosystem,How do I use Start here?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/support/,Support,Kujo,Learn a task and find authoritative source,Support,Support | Kujo Docs,Kujo ecosystem,How do I use Support?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/ability/,Ability,Kujo,Learn a task and find authoritative source,Ability,Ability | Kujo Docs,Kujo ecosystem,How do I use Ability?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/agents-sdk/,Agents SDK,Kujo,Learn a task and find authoritative source,Agents SDK,Agents SDK | Kujo Docs,Kujo ecosystem,How do I use Agents SDK?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/ai-sdk/,AI SDK,Kujo,Learn a task and find authoritative source,AI SDK,AI SDK | Kujo Docs,Kujo ecosystem,How do I use AI SDK?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/assetworks/,AssetWorks,Kujo,Learn a task and find authoritative source,AssetWorks,AssetWorks | Kujo Docs,Kujo ecosystem,How do I use AssetWorks?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/bluepencil/,BluePencil,Kujo,Learn a task and find authoritative source,BluePencil,BluePencil | Kujo Docs,Kujo ecosystem,How do I use BluePencil?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/casefile/,CaseFile,Kujo,Learn a task and find authoritative source,CaseFile,CaseFile | Kujo Docs,Kujo ecosystem,How do I use CaseFile?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/changebucket/,ChangeBucket,Kujo,Learn a task and find authoritative source,ChangeBucket,ChangeBucket | Kujo Docs,Kujo ecosystem,How do I use ChangeBucket?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/commerce/,Commerce,Kujo,Learn a task and find authoritative source,Commerce,Commerce | Kujo Docs,Kujo ecosystem,How do I use Commerce?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/concord/,Concord,Kujo,Learn a task and find authoritative source,Concord,Concord | Kujo Docs,Kujo ecosystem,How do I use Concord?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/contentgraph/,ContentGraph,Kujo,Learn a task and find authoritative source,ContentGraph,ContentGraph | Kujo Docs,Kujo ecosystem,How do I use ContentGraph?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/dispatch/,Dispatch,Kujo,Learn a task and find authoritative source,Dispatch,Dispatch | Kujo Docs,Kujo ecosystem,How do I use Dispatch?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/dossier/,Dossier,Kujo,Learn a task and find authoritative source,Dossier,Dossier | Kujo Docs,Kujo ecosystem,How do I use Dossier?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/eval/,Eval,Kujo,Learn a task and find authoritative source,Eval,Eval | Kujo Docs,Kujo ecosystem,How do I use Eval?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/fence/,Fence,Kujo,Learn a task and find authoritative source,Fence,Fence | Kujo Docs,Kujo ecosystem,How do I use Fence?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/galleypack/,GalleyPack,Kujo,Learn a task and find authoritative source,GalleyPack,GalleyPack | Kujo Docs,Kujo ecosystem,How do I use GalleyPack?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/howl/,Howl,Kujo,Learn a task and find authoritative source,Howl,Howl | Kujo Docs,Kujo ecosystem,How do I use Howl?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/,Tools,Kujo,Learn a task and find authoritative source,Tools,Tools | Kujo Docs,Kujo ecosystem,How do I use Tools?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/kennel/,Kennel,Kujo,Learn a task and find authoritative source,Kennel,Kennel | Kujo Docs,Kujo ecosystem,How do I use Kennel?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/kujo/,Kujo,Kujo,Learn a task and find authoritative source,Kujo,Kujo | Kujo Docs,Kujo ecosystem,How do I use Kujo?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/leash/,Leash,Kujo,Learn a task and find authoritative source,Leash,Leash | Kujo Docs,Kujo ecosystem,How do I use Leash?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/lens/,Lens,Kujo,Learn a task and find authoritative source,Lens,Lens | Kujo Docs,Kujo ecosystem,How do I use Lens?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/mcp/,MCP,Kujo,Learn a task and find authoritative source,MCP,MCP | Kujo Docs,Kujo ecosystem,How do I use MCP?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/muzzle/,Muzzle,Kujo,Learn a task and find authoritative source,Muzzle,Muzzle | Kujo Docs,Kujo ecosystem,How do I use Muzzle?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/packwrite/,PackWrite,Kujo,Learn a task and find authoritative source,PackWrite,PackWrite | Kujo Docs,Kujo ecosystem,How do I use PackWrite?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/paperclip/,Kujo for Paperclip,Kujo,Learn a task and find authoritative source,Kujo for Paperclip,Kujo for Paperclip | Kujo Docs,Kujo ecosystem,How do I use Kujo for Paperclip?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/patchbrief/,PatchBrief,Kujo,Learn a task and find authoritative source,PatchBrief,PatchBrief | Kujo Docs,Kujo ecosystem,How do I use PatchBrief?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/presswire/,PressWire,Kujo,Learn a task and find authoritative source,PressWire,PressWire | Kujo Docs,Kujo ecosystem,How do I use PressWire?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/rag/,RAG,Kujo,Learn a task and find authoritative source,RAG,RAG | Kujo Docs,Kujo ecosystem,How do I use RAG?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/readersignal/,ReaderSignal,Kujo,Learn a task and find authoritative source,ReaderSignal,ReaderSignal | Kujo Docs,Kujo ecosystem,How do I use ReaderSignal?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/redact/,Redact,Kujo,Learn a task and find authoritative source,Redact,Redact | Kujo Docs,Kujo ecosystem,How do I use Redact?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/relay/,Relay,Kujo,Learn a task and find authoritative source,Relay,Relay | Kujo Docs,Kujo ecosystem,How do I use Relay?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/runledger/,RunLedger,Kujo,Learn a task and find authoritative source,RunLedger,RunLedger | Kujo Docs,Kujo ecosystem,How do I use RunLedger?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/scent/,Scent,Kujo,Learn a task and find authoritative source,Scent,Scent | Kujo Docs,Kujo ecosystem,How do I use Scent?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/scout/,Scout,Kujo,Learn a task and find authoritative source,Scout,Scout | Kujo Docs,Kujo ecosystem,How do I use Scout?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/searchbridge/,SearchBridge,Kujo,Learn a task and find authoritative source,SearchBridge,SearchBridge | Kujo Docs,Kujo ecosystem,How do I use SearchBridge?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/shipcheck/,ShipCheck,Kujo,Learn a task and find authoritative source,ShipCheck,ShipCheck | Kujo Docs,Kujo ecosystem,How do I use ShipCheck?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/site-kit/,SiteKit,Kujo,Learn a task and find authoritative source,SiteKit,SiteKit | Kujo Docs,Kujo ecosystem,How do I use SiteKit?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/siteprobe/,SiteProbe,Kujo,Learn a task and find authoritative source,SiteProbe,SiteProbe | Kujo Docs,Kujo ecosystem,How do I use SiteProbe?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/source/,Source,Kujo,Learn a task and find authoritative source,Source,Source | Kujo Docs,Kujo ecosystem,How do I use Source?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/spec/,Spec,Kujo,Learn a task and find authoritative source,Spec,Spec | Kujo Docs,Kujo ecosystem,How do I use Spec?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/storydesk/,StoryDesk,Kujo,Learn a task and find authoritative source,StoryDesk,StoryDesk | Kujo Docs,Kujo ecosystem,How do I use StoryDesk?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/tribunal/,Tribunal,Kujo,Learn a task and find authoritative source,Tribunal,Tribunal | Kujo Docs,Kujo ecosystem,How do I use Tribunal?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/versionseal/,VersionSeal,Kujo,Learn a task and find authoritative source,VersionSeal,VersionSeal | Kujo Docs,Kujo ecosystem,How do I use VersionSeal?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/ward/,Ward,Kujo,Learn a task and find authoritative source,Ward,Ward | Kujo Docs,Kujo ecosystem,How do I use Ward?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/watchdog/,Watchdog,Kujo,Learn a task and find authoritative source,Watchdog,Watchdog | Kujo Docs,Kujo ecosystem,How do I use Watchdog?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/tools/workcell/,Workcell,Kujo,Learn a task and find authoritative source,Workcell,Workcell | Kujo Docs,Kujo ecosystem,How do I use Workcell?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
after,https://docs.kujolang.ai/upgrade/,Upgrade the Kujo runtime,Kujo,Learn a task and find authoritative source,Upgrade the Kujo runtime,Upgrade the Kujo runtime | Kujo Docs,Kujo ecosystem,How do I use Upgrade the Kujo runtime?,No source-confirmed competing route,Editorial mapping hypothesis; no search-volume inference,Measure real queries when data access is provided
