phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
after,https://docs.kujolang.ai/collections/workflows/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/collections/workflows/,200,Workflows | Kujo Docs,21,Browse runnable workflow packs and the artifact each workflow leaves behind.,76,Workflows,H1:Workflows,180,en,,,Kujo,no,BlogPosting|Organization,5,32,4,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,40678c8ee17ad0d4d17b71dbf39187fc7a8e5cd29836155e69b9f3828bac5f61,
after,https://docs.kujolang.ai/ecosystem/core-foundation/,generated route,software-detail,200,,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/core-foundation/,200,Core / Foundation | Kujo Docs,29,"The Kujo runtime, package, execution, and collaboration foundation.",67,Core / Foundation,H1:Core / Foundation,174,en,,,Kujo,no,BlogPosting|Organization,2,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,4ea1bd2b0f3dda3cef7f91d32f76209ee71846960849f5c239c1abc154a82459,
after,https://docs.kujolang.ai/ecosystem/,templates/page-ecosystem.html,collection,200,,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/,200,Ecosystem | Kujo Docs,21,"Understand the Kujo runtime, providers, primitives, tooling, and showcase ecosystem.",84,Kujo ecosystem,H1:Kujo ecosystem > H2:Core / Foundation > H2:Primitives > H2:Provider packages > H2:Tooling > H2:Showcases,127,en,,,Kujo,no,Organization|WebSite,94,21,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,c946cba8162ecbc5e27cf1d6e3a77572b1abfe23c50a024f4c626c80047ba413,
after,https://docs.kujolang.ai/ecosystem/primitives/,templates/page-ecosystem-section.html,collection,200,,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/primitives/,200,Primitives | Kujo Docs,22,"Reusable contracts for agents, evaluation, retrieval, orchestration, privacy, decisions, boundaries, and supervision.",117,Primitives,H1:Primitives,189,en,,,Kujo,no,BlogPosting|Organization,2,44,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,f4f09e5947bfcb23613955492cea3b03133d647d662c96a6c1fbe41cfbf17eb4,
after,https://docs.kujolang.ai/ecosystem/providers/,generated route,software-detail,200,,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/providers/,200,Providers | Kujo Docs,21,"Choose and install a Kujo provider package, then move from a first request to native features.",94,Providers,H1:Providers > H2:Choose a provider > H2:Install a provider > H2:Provider sections > H3:Ollama > H3:Anthropic > H3:Gemini > H3:OpenAI > H3:OpenRouter > H3:xAI > H3:Groq > H3:Together AI > H3:Fireworks AI > H3:Mistral > H3:Cerebras > H3:DeepInfra > H3:DeepSeek > H3:Cloudflare Workers AI > H3:Hugging Face > H3:Replicate > H3:Cohere > H3:Amazon Bedrock > H3:Azure AI > H3:Vertex AI > H3:NVIDIA NIM > H3:Perplexity > H3:Z.ai / GLM > H3:fal.ai > H3:Baseten > H2:Contracts and related guides > H2:On this page,2277,en,,,Kujo,no,BlogPosting|Organization,116,35,51,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,fcd5bb7da8cac5de6f44abadeff6d46403d516240988981b5da52cb212b0c93e,
after,https://docs.kujolang.ai/ecosystem/showcases/,generated route,software-detail,200,,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/showcases/,200,Showcase Directory | Kujo Docs,30,Proof applications demonstrating complete local workflows and product surfaces.,79,Showcase Directory,H1:Showcase Directory,140,en,,,Kujo,no,BlogPosting|Organization,2,34,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,7980bbf8036cfa4f5ce6a7eda3b1163973b675563247008781395cb5da7685f5,
after,https://docs.kujolang.ai/ecosystem/tooling/,templates/page-ecosystem-section.html,collection,200,,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/tooling/,200,Tooling | Kujo Docs,19,"Supporting tools for execution, evidence, web operations, editorial production, review, and release gates.",106,Tooling,H1:Tooling,248,en,,,Kujo,no,BlogPosting|Organization,2,52,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,3346c3bb49d35c6b7e199e0c20592b73a8d8d4a6a99b23abd6c03b1b99306880,
after,https://docs.kujolang.ai/install/,content/pages/install.md,page,200,,yes,"default index,follow",https://docs.kujolang.ai/install/,200,Install Kujo | Kujo Docs,24,"Install Kujo v1.2.3 and the tool group you need, or build the CLI from source.",78,Install Kujo,H1:Install Kujo > H2:Prerequisites > H2:Install Kujo > H2:Upgrade an existing runtime > H2:Source install > H2:Verify > H2:Troubleshooting > H2:On this page,378,en,,,Kujo,no,Organization|WebSite,98,32,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,5cec38f6a7f1d3ce70b85022e3be3d3960d148d3b241906f0d2307c34551b7ab,
after,https://docs.kujolang.ai/learn/ai-runtime/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/learn/ai-runtime/,200,AI runtime basics | Kujo Docs,29,"See the shared controls for provider calls, replay, budgets, secrets, and egress.",81,AI runtime basics,H1:AI runtime basics > H2:Boundary > H2:On this page,143,en,,,Kujo,no,BlogPosting|Organization,5,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,a3aa8e5a0f871a6ec2948f8b8bf33856a9e565ea2b00d18d68c39b6d0cf08984,
after,https://docs.kujolang.ai/learn/capabilities/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/learn/capabilities/,200,Capabilities and safe execution | Kujo Docs,43,"Grant only the filesystem, clock, network, or process access a local task actually needs.",89,Capabilities and safe execution,H1:Capabilities and safe execution,138,en,,,Kujo,no,BlogPosting|Organization,4,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,ed3570fe947db792ca7444fe7ed74fb3a0691ba430f020f400a4b61448090e97,
after,https://docs.kujolang.ai/learn/editor-support/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/learn/editor-support/,200,Editor and CLI support | Kujo Docs,34,"Use the CLI, LSP, and editor adapters to keep feedback close to the file you are editing.",89,Editor and CLI support,H1:Editor and CLI support,141,en,,,Kujo,no,BlogPosting|Organization,4,29,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,1a22437569e967d35d4f1657202bbad76e5ffb723bfea936abf9f485e4629e58,
after,https://docs.kujolang.ai/learn/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/learn/,200,Learn | Kujo Docs,17,"Learn Kujo syntax, runtime behavior, packages, capabilities, AI, and editor support.",84,Learn Kujo,H1:Learn Kujo > H2:Language basics > H2:Runtime > H2:Capabilities > H2:Packages with Kennel > H2:Editor and CLI support > H2:AI runtime basics,133,en,,,Kujo,no,Organization|WebSite,195,23,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,3bc296e4a1353307c6b2bd649e2ec6f53c4b3ad726af3f5f3194342115152de5,
after,https://docs.kujolang.ai/learn/language-basics/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/learn/language-basics/,200,Language basics | Kujo Docs,27,Learn the small set of Kujo syntax and program shapes needed to read a real file.,81,Language basics,H1:Language basics > H2:A small program > H2:Practice loop > H2:On this page,132,en,,,Kujo,no,BlogPosting|Organization,5,29,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,a6533d6af4ce88988f2c34e8a18c9b8c7ad4d2efe0e49b5fd76f90467292a6a8,
after,https://docs.kujolang.ai/learn/packages/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/learn/packages/,200,Packages with Kennel | Kujo Docs,32,"Keep manifests, lockfiles, source policy, and trust decisions deterministic.",76,Packages with Kennel,H1:Packages with Kennel,121,en,,,Kujo,no,BlogPosting|Organization,10,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,838abcd12e9319a7142adf7382d70d83f7a9756a195a711d93601e4ecf33ff4d,
after,https://docs.kujolang.ai/learn/runtime/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/learn/runtime/,200,How the runtime works | Kujo Docs,33,"Understand the VM-first execution path, interpreter fallback, and the role of the CLI.",86,How the runtime works,H1:How the runtime works,139,en,,,Kujo,no,BlogPosting|Organization,5,29,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,7eae12be4dae372cb93768d07de0d46262a86e24869b3dd3d8192ce243fe5e82,
after,https://docs.kujolang.ai/quickstart/,content/pages/quickstart.md,page,200,,yes,"default index,follow",https://docs.kujolang.ai/quickstart/,200,Quickstart | Kujo Docs,22,"Create one Kujo file, run it with the VM-first runtime, and check the source.",77,Quickstart,H1:Quickstart > H2:Prerequisites > H2:Create hello.kujo > H2:Run and check it > H2:Create a project > H2:Next step > H2:On this page,184,en,,,Kujo,no,Organization|WebSite,98,32,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,981d1597890c2feb99e5e1749495380fb75e23b8650b4f6d7968b104b226f485,
after,https://docs.kujolang.ai/reference/,content/pages/reference.md,page,200,,yes,"default index,follow",https://docs.kujolang.ai/reference/,200,Reference | Kujo Docs,21,"Find CLI, language, standard-library, configuration, and generated source reference surfaces.",93,Reference,H1:Reference > H2:Core surfaces > H2:Generate source reference > H2:On this page,202,en,,,Kujo,no,Organization|WebSite,195,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,71674bce0962ace31dfe644bb932cca34d150922a7406c6dedd262a26ebf8b0f,
after,https://docs.kujolang.ai/release-boundaries/,content/pages/release-boundaries.md,page,200,,yes,"default index,follow",https://docs.kujolang.ai/release-boundaries/,200,Release boundaries | Kujo Docs,30,"Read the difference between release-ready within scope, preview, dogfood, and technical showcase.",97,Release boundaries,H1:Release boundaries > H2:Native runtime upgrade availability > H2:On this page,245,en,,,Kujo,no,Organization|WebSite,194,29,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,261365f57eeeca58642e5bc41afd87b458249b9c64c8533d1fb5ad9bc569a15a,
after,https://docs.kujolang.ai/review/browser-architecture-and-privacy/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/review/browser-architecture-and-privacy/,200,"Browser, architecture, and privacy checks | Kujo Docs",53,"Keep browser evidence, dependency boundaries, and redaction in the same release conversation.",93,"Browser, architecture, and privacy checks","H1:Browser, architecture, and privacy checks",143,en,,,Kujo,no,BlogPosting|Organization,3,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,0755d8c8d011e0464eeeb5feb51ee834971601e5bfce290b41c0bc743afc2655,
after,https://docs.kujolang.ai/review/context-and-task-contracts/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/review/context-and-task-contracts/,200,Context and task contracts | Kujo Docs,38,"Turn an open-ended request into a structured contract with scope, acceptance, and evidence.",91,Context and task contracts,H1:Context and task contracts,125,en,,,Kujo,no,BlogPosting|Organization,4,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,616cdd335a36116f4fc3d7086aa7691d6b6c5f8d0bf5c4c6fe061ca752d2676b,
after,https://docs.kujolang.ai/review/evidence-and-run-history/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/review/evidence-and-run-history/,200,Evidence and run history | Kujo Docs,36,"Preserve the receipt, failure bundle, usage, and handoff that explain what happened.",84,Evidence and run history,H1:Evidence and run history,131,en,,,Kujo,no,BlogPosting|Organization,4,33,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,d3b37b3a16ea8b1c7c91ab6dbb34fa3b9f32b3f16cd4c874447ea12361c3befe,
after,https://docs.kujolang.ai/review/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/review/,200,Review | Kujo Docs,18,"Review Kujo tests, evidence, architecture, privacy, and release gates.",70,Keep work reviewable,"H1:Keep work reviewable > H2:Context and task contracts > H2:Tests and evaluation > H2:Evidence and run history > H2:Quality and release gates > H2:Browser, architecture, and privacy",104,en,,,Kujo,no,Organization|WebSite,95,21,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,8813d205a9f7f5c7b8832bb47fa9f47d920b2f8426ac3a962555d385b048e684,
after,https://docs.kujolang.ai/review/quality-and-release-gates/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/review/quality-and-release-gates/,200,Quality and release gates | Kujo Docs,37,"Check drift, boundaries, release readiness, browser behavior, and sensitive values before shipping.",99,Quality and release gates,H1:Quality and release gates,128,en,,,Kujo,no,BlogPosting|Organization,4,34,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,6abac9d7ccbae01abf437db8bc085f540aa56abbc9d8dba61b22930cbfc47920,
after,https://docs.kujolang.ai/review/tests-and-evaluation/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/review/tests-and-evaluation/,200,Tests and evaluation | Kujo Docs,32,Run deterministic acceptance checks locally or in CI and keep the expected result explicit.,91,Tests and evaluation,H1:Tests and evaluation,122,en,,,Kujo,no,BlogPosting|Organization,3,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,6dcb4a8dfa2d55e65fde7cd4c225852b78b42b72194b623ed02d67e035dfa7af,
after,https://docs.kujolang.ai/security/,content/pages/security.md,page,200,,yes,"default index,follow",https://docs.kujolang.ai/security/,200,Security model | Kujo Docs,26,"Understand capability gates, local boundaries, secrets, network access, and safe execution wording.",99,Security model,H1:Security model > H2:Make access explicit > H2:Boundary language > H2:On this page,166,en,,,Kujo,no,Organization|WebSite,95,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,5dac6faf83b6fb2564fa8a00ddc0fcac0fd49763c4fff56ce171218477f27458,
after,https://docs.kujolang.ai/showcases/ai-chat/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/showcases/ai-chat/,200,AI Chat | Kujo Docs,19,"A local multi-provider chat application with encrypted profiles, streaming, transcription, and fixture mode.",108,AI Chat,H1:AI Chat > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,259,en,,,Kujo,no,BlogPosting|Organization,11,31,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,95af977a3bce24c10a247de16729de85f7c6433b09b849ec9d40b15fb461aa03,
after,https://docs.kujolang.ai/showcases/cinch/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/showcases/cinch/,200,Cinch | Kujo Docs,17,"A local development harness for files, Git, commands, AI context, tools, and proof.",83,Cinch,H1:Cinch > H2:What it demonstrates > H2:Run it > H2:What you get > H2:Boundary > H2:Reference > H2:On this page,181,en,,,Kujo,no,BlogPosting|Organization,5,27,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,bca35d48b30790b42b8b9dcaf72a2f0fc23f1cb6ac0bf4c618c0676dccd61352,
after,https://docs.kujolang.ai/showcases/cms/,generated route,page,200,,yes,"default index,follow",https://docs.kujolang.ai/showcases/cms/,200,CMS | Kujo Docs,15,"A framework-neutral content backend with first-class administration, extensions, SEO, identity, AI abilities, MCP, and WebMCP.",126,CMS,H1:CMS > H2:Use it when… > H2:Interface overview > H2:One contract for people and agents > H2:Portable themes and plugins > H2:Five-minute example > H2:API and terminal parity > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,736,en,,,Kujo,no,BlogPosting|Organization,9,31,10,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,a6264d188db2bc6730f091ca832aca8e8fb8ee55d25949bf4f6d0ef5f90fcdff,
