phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
after,https://docs.kujolang.ai/build/publishing-house-operator/,content/build/publishing-house-operator.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/build/publishing-house-operator/,200,Publishing House operator | Kujo Docs,37,"Run publication-profile-driven editorial work through a resumable, policy-bound Kujo control loop.",98,Publishing House operator,"H1:Publishing House operator > H2:Ownership > H2:Configure publications > H2:Intake and planning > H2:Operate the queue > H2:Configure live execution > H2:Approval and publication safety > H2:Events, documentation, and learning > H2:Production deployment gates > H2:On this page",1079,en,,,Kujo,no,BlogPosting|Organization|Person,2,30,4,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,8a50e5618481428f4635ce6a07920c3111db123eaa6c0f521b1ee9e21a4d4de9,
after,https://docs.kujolang.ai/build/web-operations/,content/build/web-operations.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/build/web-operations/,200,Web operations | Kujo Docs,26,"Move from site source to crawl evidence, search data, content relationships, browser proof, and bounded fixes.",110,Web operations,H1:Web operations,220,en,,,Kujo,no,BlogPosting|Organization|Person,2,32,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,17743390ad7d274ffadea20f90e218526b997a7d554fc2ae087fe0117076ab4d,
after,https://docs.kujolang.ai/build/workflows-and-approvals/,content/build/workflows-and-approvals.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/build/workflows-and-approvals/,200,Workflows and approvals | Kujo Docs,35,"Turn a sequence of steps into bounded, resumable, and auditable work.",69,Workflows and approvals,H1:Workflows and approvals,110,en,,,Kujo,no,BlogPosting|Organization|Person,3,32,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,80129e61e96d59b16776fe8ce3e7d812a2229d0177a05074c3344ea18648b5ff,
after,https://docs.kujolang.ai/choose-a-path/,content/pages/choose-a-path.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/choose-a-path/,200,Choose a path | Kujo Docs,25,Start with an intent and one small next step instead of browsing the whole ecosystem.,85,Choose a path,H1:Choose a path,212,en,,,Kujo,no,Organization|WebSite,93,74,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,066ccd45c9157bffe9dc227e3858335f3865ac516a514c19705df5d75d8fa5ab,
after,https://docs.kujolang.ai/collections/agents/,content/collections/agents.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/collections/agents/,200,Agents | Kujo Docs,18,"Reusable role contracts, chain of command, and evidence expectations.",69,Agents,H1:Agents,89,en,,,Kujo,no,BlogPosting|Organization|Person,4,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,b8023a2099881182b69da15fcf6916e027d440aec2a660793f8cc2156bcebf2c,
after,https://docs.kujolang.ai/collections/benchmarks/,content/collections/benchmarks.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/collections/benchmarks/,200,Benchmarks | Kujo Docs,22,"Benchmark methodology, fixtures, scorecards, and reproducibility limits.",72,Benchmarks,H1:Benchmarks,117,en,,,Kujo,no,BlogPosting|Organization|Person,3,28,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,bee5874c55a92a66563d83de8650ac755f4ce932c96519414f9085a296661af5,
after,https://docs.kujolang.ai/collections/,generated route,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/collections/,200,Collections | Kujo Docs,23,"Browse Kujo workflows, skills, agents, and reproducible benchmarks.",67,Collections,H1:Collections > H2:Skills > H2:Workflows > H2:Agents > H2:Benchmarks,71,en,,,Kujo,no,Organization|WebSite,93,19,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,a00c493062bc17e97915ce1d5ef14abcc63d15a748b7f2a8b2ffd285cb0974da,
after,https://docs.kujolang.ai/collections/skills/,content/collections/skills.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/collections/skills/,200,Skills | Kujo Docs,18,"Install, select, and validate Kujo-specific Agent Skills.",57,Skills,H1:Skills > H2:Start with the Kujo Way > H2:Browse the catalog > H2:On this page,205,en,,,Kujo,no,BlogPosting|Organization|Person,4,28,4,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,16fe002f5947f95022effdf1e26ce6ba0a8ef84e3fc11fbfa331b11a42321e50,
after,https://docs.kujolang.ai/collections/workflows/,content/collections/workflows.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/collections/workflows/,200,Workflows | Kujo Docs,21,Browse runnable workflow packs and the artifact each workflow leaves behind.,76,Workflows,H1:Workflows,178,en,,,Kujo,no,BlogPosting|Organization|Person,5,31,4,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,06251d487d51d53af54485ee0527dfbfa619f53e4a879cced161c6ad1b60cbef,
after,https://docs.kujolang.ai/ecosystem/core-foundation/,content/ecosystem/core-foundation.md,software-detail,200,200,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/core-foundation/,200,Core / Foundation | Kujo Docs,29,"The Kujo runtime, package, execution, and collaboration foundation.",67,Core / Foundation,H1:Core / Foundation,172,en,,,Kujo,no,BlogPosting|Organization|Person,2,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,adec5dae2d42f1a823ead0132d12c43ea95da065c457b301a352c57b392e8717,
after,https://docs.kujolang.ai/ecosystem/,templates/page-ecosystem.html,collection,200,200,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/,200,Ecosystem | Kujo Docs,21,"Understand the Kujo runtime, providers, primitives, tooling, and showcase ecosystem.",84,Kujo ecosystem,H1:Kujo ecosystem > H2:Core / Foundation > H2:Primitives > H2:Provider packages > H2:Tooling > H2:Showcases,127,en,,,Kujo,no,Organization|WebSite,93,21,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,c946cba8162ecbc5e27cf1d6e3a77572b1abfe23c50a024f4c626c80047ba413,
after,https://docs.kujolang.ai/ecosystem/primitives/,content/ecosystem/primitives.md,collection,200,200,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/primitives/,200,Primitives | Kujo Docs,22,"Reusable contracts for agents, evaluation, retrieval, orchestration, privacy, decisions, boundaries, and supervision.",117,Primitives,H1:Primitives,187,en,,,Kujo,no,BlogPosting|Organization|Person,2,43,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,36a7ec3c9727270c54f4c8d97dc25fa7cba5685fb5bcedb2f95b172e0d98766b,
after,https://docs.kujolang.ai/ecosystem/providers/,content/ecosystem/providers.md,software-detail,200,200,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/providers/,200,Providers | Kujo Docs,21,"Choose and install a Kujo provider package, then move from a first request to native features.",94,Providers,H1:Providers > H2:Choose a provider > H2:Install a provider > H2:Provider sections > H3:Ollama > H3:Anthropic > H3:Gemini > H3:OpenAI > H3:OpenRouter > H3:xAI > H3:Groq > H3:Together AI > H3:Fireworks AI > H3:Mistral > H3:Cerebras > H3:DeepInfra > H3:DeepSeek > H3:Cloudflare Workers AI > H3:Hugging Face > H3:Replicate > H3:Cohere > H3:Amazon Bedrock > H3:Azure AI > H3:Vertex AI > H3:NVIDIA NIM > H3:Perplexity > H3:Z.ai / GLM > H3:fal.ai > H3:Baseten > H2:Contracts and related guides > H2:On this page,2275,en,,,Kujo,no,BlogPosting|Organization|Person,114,34,51,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,f719ca50cb945d87bc69e36f5cc373fe10904225d13c8d371ced9307357dbbef,
after,https://docs.kujolang.ai/ecosystem/showcases/,content/ecosystem/showcases.md,software-detail,200,200,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/showcases/,200,Showcase Directory | Kujo Docs,30,Proof applications demonstrating complete local workflows and product surfaces.,79,Showcase Directory,H1:Showcase Directory,138,en,,,Kujo,no,BlogPosting|Organization|Person,2,33,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,b29c2cc9b4ad2900ee95520640d853008fa504c7d6a352cd5840599274f9b004,
after,https://docs.kujolang.ai/ecosystem/tooling/,content/ecosystem/tooling.md,collection,200,200,yes,"default index,follow",https://docs.kujolang.ai/ecosystem/tooling/,200,Tooling | Kujo Docs,19,"Supporting tools for execution, evidence, web operations, editorial production, review, and release gates.",106,Tooling,H1:Tooling,246,en,,,Kujo,no,BlogPosting|Organization|Person,2,51,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,3,no,yes,no,no,f8ac1f629108c3b8d68fbffa8800fc88ec4bbc50d248bc782c944fe3e2cf88c0,
after,https://docs.kujolang.ai/install/,content/pages/install.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/install/,200,Install Kujo | Kujo Docs,24,"Install Kujo v1.1.0 and the tool group you need, or build the CLI from source.",78,Install Kujo,H1:Install Kujo > H2:Prerequisites > H2:Install Kujo > H2:Source install > H2:Verify > H2:Troubleshooting > H2:On this page,310,en,,,Kujo,no,Organization|WebSite,95,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,a906bb1812f79288fe42bed54260c12ba922651ee444a6a589ab0ce2bec15166,
after,https://docs.kujolang.ai/learn/ai-runtime/,content/learn/ai-runtime.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/learn/ai-runtime/,200,AI runtime basics | Kujo Docs,29,"See the shared controls for provider calls, replay, budgets, secrets, and egress.",81,AI runtime basics,H1:AI runtime basics > H2:Boundary > H2:On this page,141,en,,,Kujo,no,BlogPosting|Organization|Person,5,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,03ff996e9ed990e97067bf3cee7a781b8208e8aebb14efaec2fbcb4aa645e3d7,
after,https://docs.kujolang.ai/learn/capabilities/,content/learn/capabilities.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/learn/capabilities/,200,Capabilities and safe execution | Kujo Docs,43,"Grant only the filesystem, clock, network, or process access a local task actually needs.",89,Capabilities and safe execution,H1:Capabilities and safe execution,136,en,,,Kujo,no,BlogPosting|Organization|Person,4,29,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,79c1ae7d166e2a7cb6ff35c1b16302daf54ff151888d7285c97987848263fe11,
after,https://docs.kujolang.ai/learn/editor-support/,content/learn/editor-support.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/learn/editor-support/,200,Editor and CLI support | Kujo Docs,34,"Use the CLI, LSP, and editor adapters to keep feedback close to the file you are editing.",89,Editor and CLI support,H1:Editor and CLI support,139,en,,,Kujo,no,BlogPosting|Organization|Person,4,28,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,5315edd60a48d6e174dea27bdca002c3ab1866a099bd0ef195fc838ae96b1f78,
after,https://docs.kujolang.ai/learn/,generated route,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/learn/,200,Learn | Kujo Docs,17,"Learn Kujo syntax, runtime behavior, packages, capabilities, AI, and editor support.",84,Learn Kujo,H1:Learn Kujo > H2:Language basics > H2:Runtime > H2:Capabilities > H2:Packages with Kennel > H2:Editor and CLI support > H2:AI runtime basics,133,en,,,Kujo,no,Organization|WebSite,193,23,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,3bc296e4a1353307c6b2bd649e2ec6f53c4b3ad726af3f5f3194342115152de5,
after,https://docs.kujolang.ai/learn/language-basics/,content/learn/language-basics.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/learn/language-basics/,200,Language basics | Kujo Docs,27,Learn the small set of Kujo syntax and program shapes needed to read a real file.,81,Language basics,H1:Language basics > H2:A small program > H2:Practice loop > H2:On this page,130,en,,,Kujo,no,BlogPosting|Organization|Person,5,28,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,dde4bde2ac8e6ac6bf5ad31d690078b66aabe83b0b7ca4c17acd5ea8d772777f,
after,https://docs.kujolang.ai/learn/packages/,content/learn/packages.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/learn/packages/,200,Packages with Kennel | Kujo Docs,32,"Keep manifests, lockfiles, source policy, and trust decisions deterministic.",76,Packages with Kennel,H1:Packages with Kennel,119,en,,,Kujo,no,BlogPosting|Organization|Person,9,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,16890f4ded77338b1a1fb5ca5b81ca867c30ba6a24ab4ddfe325237304f98a4f,
after,https://docs.kujolang.ai/learn/runtime/,content/learn/runtime.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/learn/runtime/,200,How the runtime works | Kujo Docs,33,"Understand the VM-first execution path, interpreter fallback, and the role of the CLI.",86,How the runtime works,H1:How the runtime works,137,en,,,Kujo,no,BlogPosting|Organization|Person,5,28,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,1c2c324e7e0c2fcf6325fbd334b8748ced58778dae047f2a2a3c0d18a5efdb52,
after,https://docs.kujolang.ai/quickstart/,content/pages/quickstart.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/quickstart/,200,Quickstart | Kujo Docs,22,"Create one Kujo file, run it with the VM-first runtime, and check the source.",77,Quickstart,H1:Quickstart > H2:Prerequisites > H2:Create hello.kujo > H2:Run and check it > H2:Create a project > H2:Next step > H2:On this page,182,en,,,Kujo,no,Organization|WebSite,96,31,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,f2651346c8068630846ebd0c3d3f173d3053d734844fe3843b2aa0112b7500d7,
after,https://docs.kujolang.ai/reference/,content/pages/reference.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/reference/,200,Reference | Kujo Docs,21,"Find CLI, language, standard-library, configuration, and generated source reference surfaces.",93,Reference,H1:Reference > H2:Core surfaces > H2:Generate source reference > H2:On this page,184,en,,,Kujo,no,Organization|WebSite,193,28,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,63fb459129d79f59459f7b5d52e083939bf899bc7c85c881163163e8dc5d31be,
after,https://docs.kujolang.ai/release-boundaries/,content/pages/release-boundaries.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/release-boundaries/,200,Release boundaries | Kujo Docs,30,"Read the difference between release-ready within scope, preview, dogfood, and technical showcase.",97,Release boundaries,H1:Release boundaries,177,en,,,Kujo,no,Organization|WebSite,192,27,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,9e09530dfc20637231f08f89c6d227a63f8d6b650873191badbbb6afe5746cf6,
after,https://docs.kujolang.ai/review/browser-architecture-and-privacy/,content/review/browser-architecture-and-privacy.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/review/browser-architecture-and-privacy/,200,"Browser, architecture, and privacy checks | Kujo Docs",53,"Keep browser evidence, dependency boundaries, and redaction in the same release conversation.",93,"Browser, architecture, and privacy checks","H1:Browser, architecture, and privacy checks",141,en,,,Kujo,no,BlogPosting|Organization|Person,3,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,e17a8282d1634ed55ff4cabc73d8ec9fa0ba3c4b520ed12ee719d7dc61b47ddc,
after,https://docs.kujolang.ai/review/context-and-task-contracts/,content/review/context-and-task-contracts.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/review/context-and-task-contracts/,200,Context and task contracts | Kujo Docs,38,"Turn an open-ended request into a structured contract with scope, acceptance, and evidence.",91,Context and task contracts,H1:Context and task contracts,123,en,,,Kujo,no,BlogPosting|Organization|Person,4,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,09e4ed5f5e0c35e325598291a29464ba8eb94c09c0f873a22adde3d1a4fef1f2,
after,https://docs.kujolang.ai/review/evidence-and-run-history/,content/review/evidence-and-run-history.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/review/evidence-and-run-history/,200,Evidence and run history | Kujo Docs,36,"Preserve the receipt, failure bundle, usage, and handoff that explain what happened.",84,Evidence and run history,H1:Evidence and run history,129,en,,,Kujo,no,BlogPosting|Organization|Person,4,32,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,a7f91174267c977b6288da5c4f4950d10da2c615de284b036d1435eef05737c1,
after,https://docs.kujolang.ai/review/,generated route,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/review/,200,Review | Kujo Docs,18,"Review Kujo tests, evidence, architecture, privacy, and release gates.",70,Keep work reviewable,"H1:Keep work reviewable > H2:Context and task contracts > H2:Tests and evaluation > H2:Evidence and run history > H2:Quality and release gates > H2:Browser, architecture, and privacy",104,en,,,Kujo,no,Organization|WebSite,94,21,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,8813d205a9f7f5c7b8832bb47fa9f47d920b2f8426ac3a962555d385b048e684,
after,https://docs.kujolang.ai/review/quality-and-release-gates/,content/review/quality-and-release-gates.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/review/quality-and-release-gates/,200,Quality and release gates | Kujo Docs,37,"Check drift, boundaries, release readiness, browser behavior, and sensitive values before shipping.",99,Quality and release gates,H1:Quality and release gates,126,en,,,Kujo,no,BlogPosting|Organization|Person,4,33,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,f014cddb5525a57121cdded6fb2533a387ef19de8da58d3321158afa3e23aa2b,
after,https://docs.kujolang.ai/review/tests-and-evaluation/,content/review/tests-and-evaluation.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/review/tests-and-evaluation/,200,Tests and evaluation | Kujo Docs,32,Run deterministic acceptance checks locally or in CI and keep the expected result explicit.,91,Tests and evaluation,H1:Tests and evaluation,120,en,,,Kujo,no,BlogPosting|Organization|Person,3,29,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,683c4469ca9e9b7fde27a82d651035ecf4f321f3643f1379e03601f6133d8cb5,
after,https://docs.kujolang.ai/security/,content/pages/security.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/security/,200,Security model | Kujo Docs,26,"Understand capability gates, local boundaries, secrets, network access, and safe execution wording.",99,Security model,H1:Security model > H2:Make access explicit > H2:Boundary language > H2:On this page,164,en,,,Kujo,no,Organization|WebSite,94,30,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,1,no,yes,no,no,dd584e5380bf004a024511258665fede60945104fcdaed2de6c599f23fae6d16,
after,https://docs.kujolang.ai/showcases/ai-chat/,content/showcases/ai-chat.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/ai-chat/,200,AI Chat | Kujo Docs,19,"A local multi-provider chat application with encrypted profiles, streaming, transcription, and fixture mode.",108,AI Chat,H1:AI Chat > H2:Use it when… > H2:Interface overview > H2:Main workflows > H2:Five-minute example > H2:What you get > H2:How it fits > H2:Boundaries > H2:Reference > H2:On this page,257,en,,,Kujo,no,BlogPosting|Organization|Person,11,30,2,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,fa665f98b5ad113cf5715dbc32623c3ca5b5550144c63e659383ed419523d040,
after,https://docs.kujolang.ai/showcases/cinch/,content/showcases/cinch.md,page,200,200,yes,"default index,follow",https://docs.kujolang.ai/showcases/cinch/,200,Cinch | Kujo Docs,17,"A local development harness for files, Git, commands, AI context, tools, and proof.",83,Cinch,H1:Cinch > H2:What it demonstrates > H2:Run it > H2:What you get > H2:Boundary > H2:Reference > H2:On this page,179,en,,,Kujo,no,BlogPosting|Organization|Person,5,26,1,0,NOT AVAILABLE — DATA ACCESS REQUIRED,2,0,0,2,no,yes,no,no,c134467bb9a4ea4f2a389a004fe314c4f1e933eccf5c72238e99c64bb61b20e8,
